대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
03,825,825. 서빙고동 주민센터 앞,일일(회원),M,50대,2,201.95,1.35,5816.97,47
03,825,825. 서빙고동 주민센터 앞,일일(회원),M,기타,12,2401.34,21.96,94709.87,688
03,825,825. 서빙고동 주민센터 앞,정기,\N,10대,5,768.51,5.78,24882.85,133
03,825,825. 서빙고동 주민센터 앞,정기,\N,20대,100,11243.45,102.11,440242.82,3178
03,825,825. 서빙고동 주민센터 앞,정기,\N,30대,56,9878.37,85.9,370450.22,2559
03,825,825. 서빙고동 주민센터 앞,정기,\N,40대,65,9770.94,84.28,363375.07,2242
03,825,825. 서빙고동 주민센터 앞,정기,\N,50대,17,1399.11,13.39,57735.75,613
03,825,825. 서빙고동 주민센터 앞,정기,\N,60대,7,1066.16,8.82,38003.28,276
03,825,825. 서빙고동 주민센터 앞,정기,\N,기타,13,1374.49,13.36,57563.7,325
03,825,825. 서빙고동 주민센터 앞,정기,,20대,8,1343.32,13.83,59625.14,458
03,825,825. 서빙고동 주민센터 앞,정기,,30대,14,4106.49,33.01,142330.03,970
03,825,825. 서빙고동 주민센터 앞,정기,,40대,15,5720.03,40.78,175774.91,988
03,825,825. 서빙고동 주민센터 앞,정기,,50대,4,534.47,5.54,23903.25,204
03,825,825. 서빙고동 주민센터 앞,정기,,60대,1,89.81,0.88,3780,35
03,825,825. 서빙고동 주민센터 앞,정기,F,10대,6,722.31,7.75,33364.89,235
03,825,825. 서빙고동 주민센터 앞,정기,F,20대,53,7725.36,77.34,333300.73,2162
03,825,825. 서빙고동 주민센터 앞,정기,F,30대,115,17652.11,195.05,840936.89,4551
03,825,825. 서빙고동 주민센터 앞,정기,F,40대,56,7645.55,79.18,341293.29,2442
03,825,825. 서빙고동 주민센터 앞,정기,F,50대,19,1357.43,13.86,59720.75,490
03,825,825. 서빙고동 주민센터 앞,정기,F,60대,18,3592.39,37.29,160722.27,1139
03,825,825. 서빙고동 주민센터 앞,정기,F,기타,41,6808.4,61.03,263019.39,1940
03,825,825. 서빙고동 주민센터 앞,정기,M,10대,5,1694.53,15.27,65827.14,308
03,825,825. 서빙고동 주민센터 앞,정기,M,20대,64,9612.94,76.4,329367.84,2081
03,825,825. 서빙고동 주민센터 앞,정기,M,30대,67,11119.32,87.11,375433.17,2388
03,825,825. 서빙고동 주민센터 앞,정기,M,40대,135,14279.61,114.57,494080.59,3314
03,825,825. 서빙고동 주민센터 앞,정기,M,50대,37,4444.05,36.14,155780.16,1004
03,825,825. 서빙고동 주민센터 앞,정기,M,60대,24,5372.35,45.58,196358.87,1125
03,825,825. 서빙고동 주민센터 앞,정기,M,기타,22,3616.83,30.25,130399.49,651
03,826,826. 서울역 서부교차로2,단체,\N,40대,2,106.73,0.96,4146.56,93
03,826,826. 서울역 서부교차로2,단체,F,기타,2,127.76,1.15,4963.73,49
03,826,826. 서울역 서부교차로2,단체,M,10대,1,112.9,1.16,5001.61,81
03,826,826. 서울역 서부교차로2,일일(비회원),\N,기타,9,645.38,5.82,25072.82,364
03,826,826. 서울역 서부교차로2,일일(회원),\N,20대,22,1903.88,16.98,73284.3,663
03,826,826. 서울역 서부교차로2,일일(회원),\N,30대,8,443.06,3.53,15220.09,132
03,826,826. 서울역 서부교차로2,일일(회원),\N,40대,4,464.26,3.84,16522.23,144
03,826,826. 서울역 서부교차로2,일일(회원),\N,50대,2,219.79,1.77,7642.44,49
03,826,826. 서울역 서부교차로2,일일(회원),\N,기타,2,349.79,3.23,13940.96,147
03,826,826. 서울역 서부교차로2,일일(회원),,20대,2,310.33,2.2,9468.61,96
03,826,826. 서울역 서부교차로2,일일(회원),F,10대,1,136.97,1.74,7519.28,66
03,826,826. 서울역 서부교차로2,일일(회원),F,20대,15,1312.27,13.05,56187.6,548
03,826,826. 서울역 서부교차로2,일일(회원),F,30대,12,669.22,6.65,28638.03,420
03,826,826. 서울역 서부교차로2,일일(회원),F,40대,3,231.05,2.34,10114.37,91
03,826,826. 서울역 서부교차로2,일일(회원),F,기타,5,343.29,3.14,13562.11,123
03,826,826. 서울역 서부교차로2,일일(회원),M,10대,3,305.11,2.51,10840,96
03,826,826. 서울역 서부교차로2,일일(회원),M,20대,19,1938.17,14.84,63900.94,463
03,826,826. 서울역 서부교차로2,일일(회원),M,30대,16,1408.22,11.82,50982.11,426
03,826,826. 서울역 서부교차로2,일일(회원),M,40대,7,645.38,5.09,21979.84,186
03,826,826. 서울역 서부교차로2,일일(회원),M,50대,1,85.27,0.82,3530.03,27
03,826,826. 서울역 서부교차로2,일일(회원),M,기타,3,153.13,1.27,5458.13,38
03,826,826. 서울역 서부교차로2,정기,\N,10대,4,208.29,1.88,8092.49,55
03,826,826. 서울역 서부교차로2,정기,\N,20대,80,5194.7,44.13,190383.2,1669
03,826,826. 서울역 서부교차로2,정기,\N,30대,53,3054,26.08,112418.11,815
03,826,826. 서울역 서부교차로2,정기,\N,40대,42,2210.21,16.65,71678.99,524
03,826,826. 서울역 서부교차로2,정기,\N,50대,39,1350.45,11.09,47908.4,455
03,826,826. 서울역 서부교차로2,정기,\N,60대,13,822.3,7.25,31253.65,399
03,826,826. 서울역 서부교차로2,정기,\N,기타,1,53.7,0.52,2260,19
03,826,826. 서울역 서부교차로2,정기,,20대,11,192.11,1.74,7463.05,63
03,826,826. 서울역 서부교차로2,정기,,30대,2,183.77,1.71,7381.62,101
03,826,826. 서울역 서부교차로2,정기,,40대,3,366.53,2.38,10271.38,66
03,826,826. 서울역 서부교차로2,정기,,50대,1,183.62,1.28,5520,33
03,826,826. 서울역 서부교차로2,정기,,60대,1,33.97,0.31,1319.59,11
03,826,826. 서울역 서부교차로2,정기,F,10대,2,36.9,0.43,1863.41,21
03,826,826. 서울역 서부교차로2,정기,F,20대,31,1564.77,15.72,67776.63,533
03,826,826. 서울역 서부교차로2,정기,F,30대,55,2337.03,22.65,97646.89,988
03,826,826. 서울역 서부교차로2,정기,F,40대,19,1778.19,18.07,77908.25,535
03,826,826. 서울역 서부교차로2,정기,F,50대,20,1604.35,15.07,64973.97,497
03,826,826. 서울역 서부교차로2,정기,F,60대,6,358.17,3.84,16551.72,290
03,826,826. 서울역 서부교차로2,정기,F,70대이상,1,24.72,0.23,975.44,7
03,826,826. 서울역 서부교차로2,정기,F,기타,23,1054.71,10.64,45865.26,375
03,826,826. 서울역 서부교차로2,정기,M,10대,4,228.2,1.79,7717.81,54
03,826,826. 서울역 서부교차로2,정기,M,20대,48,2926.24,23.28,100340.26,836
03,826,826. 서울역 서부교차로2,정기,M,30대,128,9781.54,76.56,329995.7,2838
03,826,826. 서울역 서부교차로2,정기,M,40대,97,6165.8,48.57,209372.34,1659
03,826,826. 서울역 서부교차로2,정기,M,50대,52,7336.81,61.21,263812.23,1775
03,826,826. 서울역 서부교차로2,정기,M,60대,9,393.03,3.4,14661.07,112
03,826,826. 서울역 서부교차로2,정기,M,기타,43,2089.92,17.54,75585.15,703
03,827,827. 국군복지단,일일(비회원),\N,기타,1,209.52,1.89,8140,53
03,827,827. 국군복지단,일일(회원),\N,20대,4,305.66,2.53,10941.58,106
03,827,827. 국군복지단,일일(회원),,20대,1,37.38,0.34,1452.22,12
03,827,827. 국군복지단,일일(회원),F,20대,2,386.89,3.41,14700.98,105
03,827,827. 국군복지단,일일(회원),F,30대,1,146.76,1.32,5701.61,53
03,827,827. 국군복지단,일일(회원),F,40대,1,102.86,1.12,4810,28
03,827,827. 국군복지단,일일(회원),F,50대,1,45.44,0.31,1350,13
03,827,827. 국군복지단,일일(회원),F,기타,1,68.21,0.61,2650,22
03,827,827. 국군복지단,일일(회원),M,40대,2,86.65,0.6,2595.83,19
03,827,827. 국군복지단,정기,\N,50대,4,85.11,0.64,2755.13,77
03,827,827. 국군복지단,정기,,50대,3,82.43,0.75,3202.69,15
03,827,827. 국군복지단,정기,F,20대,12,269.2,2.43,10458.28,74
03,827,827. 국군복지단,정기,F,50대,4,401.2,3.76,16208.39,168
03,827,827. 국군복지단,정기,M,10대,1,128.49,0.93,4005.78,35
03,827,827. 국군복지단,정기,M,20대,27,588.8,4.07,17521.4,148
03,827,827. 국군복지단,정기,M,30대,34,693.28,5.46,23523.08,196
03,827,827. 국군복지단,정기,M,50대,39,1349.93,9.52,41113.65,273
03,828,828. 숙대입구역 8번,단체,F,10대,2,253.4,2.28,9844.65,216
03,828,828. 숙대입구역 8번,일일(비회원),\N,기타,6,457.18,4.11,17761.45,315
03,828,828. 숙대입구역 8번,일일(비회원),F,기타,1,76.91,0.69,2988.03,23
03,828,828. 숙대입구역 8번,일일(회원),\N,10대,3,438.76,3.52,15209.55,140
03,828,828. 숙대입구역 8번,일일(회원),\N,20대,23,1733.42,15.84,68328.55,1133
03,828,828. 숙대입구역 8번,일일(회원),\N,30대,8,909.49,7.71,33256.95,276
03,828,828. 숙대입구역 8번,일일(회원),\N,40대,2,124.53,1.11,4794.06,33
03,828,828. 숙대입구역 8번,일일(회원),\N,50대,1,62.07,0.5,2147.1,17
03,828,828. 숙대입구역 8번,일일(회원),\N,기타,4,19.3,0.18,750,4
03,828,828. 숙대입구역 8번,일일(회원),,10대,1,128.07,1.53,6600,57
03,828,828. 숙대입구역 8번,일일(회원),,20대,2,61.58,0.49,2120.22,21
03,828,828. 숙대입구역 8번,일일(회원),,40대,1,10.55,0.1,410,5
03,828,828. 숙대입구역 8번,일일(회원),F,20대,26,1642.87,17.29,74618.15,784
03,828,828. 숙대입구역 8번,일일(회원),F,30대,11,539.94,5.27,22807.47,213
03,828,828. 숙대입구역 8번,일일(회원),F,40대,1,84.9,0.78,3350,26
03,828,828. 숙대입구역 8번,일일(회원),F,50대,1,7.47,0.44,1885.92,12
03,828,828. 숙대입구역 8번,일일(회원),F,60대,1,177.75,1.55,6699.6,56
03,828,828. 숙대입구역 8번,일일(회원),F,기타,6,316.71,2.86,12303.82,133
03,828,828. 숙대입구역 8번,일일(회원),M,10대,2,366.27,2.45,10569.36,180
03,828,828. 숙대입구역 8번,일일(회원),M,20대,29,2929.23,24.22,104333.97,969
03,828,828. 숙대입구역 8번,일일(회원),M,30대,8,565.83,4.12,17751.55,197
03,828,828. 숙대입구역 8번,일일(회원),M,40대,4,437.73,3.4,14663.2,109
03,828,828. 숙대입구역 8번,일일(회원),M,50대,1,252.04,2.27,9791.71,104
03,828,828. 숙대입구역 8번,일일(회원),M,기타,17,1817.93,14.58,62869.4,645
03,828,828. 숙대입구역 8번,정기,\N,10대,2,375.9,5.37,23152.29,173
03,828,828. 숙대입구역 8번,정기,\N,20대,74,4349.51,36.43,157025.96,1433
03,828,828. 숙대입구역 8번,정기,\N,30대,39,2684.42,21.29,91709.91,774
03,828,828. 숙대입구역 8번,정기,\N,40대,7,404.58,3.23,13860.47,105
03,828,828. 숙대입구역 8번,정기,\N,50대,4,124.55,1.06,4583.22,75
03,828,828. 숙대입구역 8번,정기,\N,60대,4,102.06,0.95,4048.63,38
03,828,828. 숙대입구역 8번,정기,\N,기타,5,423.93,4.34,18711.24,127
03,828,828. 숙대입구역 8번,정기,,20대,8,117.79,1.24,5354.67,91
03,828,828. 숙대입구역 8번,정기,,30대,4,235.94,2.24,9660.47,94
03,828,828. 숙대입구역 8번,정기,,40대,2,30.53,0.23,988.38,9
03,828,828. 숙대입구역 8번,정기,,50대,2,150.48,0.93,4000,42
03,828,828. 숙대입구역 8번,정기,,60대,1,214.92,2.38,10240,60
03,828,828. 숙대입구역 8번,정기,F,10대,3,134.58,1.31,5647.74,77
03,828,828. 숙대입구역 8번,정기,F,20대,67,5188.68,57,245903.01,1497
03,828,828. 숙대입구역 8번,정기,F,30대,50,1751.01,18.1,78080.76,679
03,828,828. 숙대입구역 8번,정기,F,40대,13,405.47,3.98,17203.35,437
03,828,828. 숙대입구역 8번,정기,F,50대,2,0,0,0,15
03,828,828. 숙대입구역 8번,정기,F,60대,3,62.29,0.64,2771.54,28
03,828,828. 숙대입구역 8번,정기,F,70대이상,2,10.5,0.12,510,11
03,828,828. 숙대입구역 8번,정기,F,기타,14,608.29,5.8,24909.77,192
03,828,828. 숙대입구역 8번,정기,M,10대,3,192.45,1.39,5956.11,66
03,828,828. 숙대입구역 8번,정기,M,20대,41,3838.21,29.72,128158.84,854
03,828,828. 숙대입구역 8번,정기,M,30대,42,2189.91,15.37,66227.98,969
03,828,828. 숙대입구역 8번,정기,M,40대,44,2272.95,17.07,73658.21,815
03,828,828. 숙대입구역 8번,정기,M,50대,25,1739.24,14.96,64441.24,659
03,828,828. 숙대입구역 8번,정기,M,60대,11,607.05,5.25,22613.25,381
03,828,828. 숙대입구역 8번,정기,M,70대이상,1,7.46,0.07,290,2
03,828,828. 숙대입구역 8번,정기,M,기타,16,1376.32,10.43,44964.4,352
03,829,829. 베르가모앞,단체,\N,40대,9,2277.33,22.25,95847.4,604
03,829,829. 베르가모앞,단체,\N,50대,2,104.35,1.04,4466.1,204
03,829,829. 베르가모앞,단체,F,10대,2,16.7,0.17,740,15
03,829,829. 베르가모앞,단체,F,20대,8,1777.2,16.1,69361.11,671
03,829,829. 베르가모앞,단체,F,40대,4,864.4,8.41,36290,304
03,829,829. 베르가모앞,단체,F,기타,2,82.37,0.97,4160,81
03,829,829. 베르가모앞,단체,M,10대,1,26.99,0.32,1390.83,23
03,829,829. 베르가모앞,단체,M,20대,4,421.84,3.74,16150.19,167
03,829,829. 베르가모앞,단체,M,40대,3,660.94,5.96,25677.46,215
03,829,829. 베르가모앞,단체,M,50대,1,1.01,0.01,30,3
03,829,829. 베르가모앞,단체,M,기타,4,47.56,0.46,2001.75,39
03,829,829. 베르가모앞,일일(비회원),\N,기타,51,7473.51,67.38,290346.57,2623
03,829,829. 베르가모앞,일일(비회원),F,기타,1,642.74,5.79,24970.44,112
03,829,829. 베르가모앞,일일(회원),\N,10대,9,527.63,4.11,17696.88,140
03,829,829. 베르가모앞,일일(회원),\N,20대,110,15012.14,137.97,594608.36,4818
03,829,829. 베르가모앞,일일(회원),\N,30대,48,6512.89,56.11,241855.58,1555
03,829,829. 베르가모앞,일일(회원),\N,40대,11,1600.71,15.66,67448.4,574
03,829,829. 베르가모앞,일일(회원),\N,50대,4,371.16,3.66,15754.62,567
03,829,829. 베르가모앞,일일(회원),\N,기타,7,937.35,10.67,46035.07,386
03,829,829. 베르가모앞,일일(회원),,20대,26,2407.11,21.95,94567.18,876
03,829,829. 베르가모앞,일일(회원),,30대,4,707.58,7.63,32913.37,221
03,829,829. 베르가모앞,일일(회원),,40대,3,448.41,3.96,17062.32,195
03,829,829. 베르가모앞,일일(회원),F,10대,6,749.94,6.97,30040.63,266
03,829,829. 베르가모앞,일일(회원),F,20대,100,13124.05,131.12,565263.61,4731
03,829,829. 베르가모앞,일일(회원),F,30대,48,6562.18,63.11,272022.23,2295
03,829,829. 베르가모앞,일일(회원),F,40대,24,2140.19,20.05,86322.5,1054
03,829,829. 베르가모앞,일일(회원),F,50대,2,738.62,6.39,27524.62,211
03,829,829. 베르가모앞,일일(회원),F,기타,22,1959.76,20.97,90518.61,828
03,829,829. 베르가모앞,일일(회원),M,10대,18,2119.59,17.93,77324.12,594
03,829,829. 베르가모앞,일일(회원),M,20대,80,10411.59,89.04,383620.17,3083
03,829,829. 베르가모앞,일일(회원),M,30대,35,7061.6,55.94,241127.79,1563
03,829,829. 베르가모앞,일일(회원),M,40대,12,2217.55,17.1,73685.83,876
03,829,829. 베르가모앞,일일(회원),M,50대,4,1084.72,8.76,37741.84,171
03,829,829. 베르가모앞,일일(회원),M,기타,19,3069.08,25.01,107867.47,980
03,829,829. 베르가모앞,정기,\N,10대,3,352.03,3.18,13676.41,127
03,829,829. 베르가모앞,정기,\N,20대,102,9936.54,93.72,403880.98,3126
03,829,829. 베르가모앞,정기,\N,30대,122,11227.2,106.89,460757.01,3600
03,829,829. 베르가모앞,정기,\N,40대,47,5191.34,43.23,186338.95,1389
03,829,829. 베르가모앞,정기,\N,50대,18,996.83,9.42,40621.9,351
03,829,829. 베르가모앞,정기,\N,60대,2,196.47,2.11,9090,43
03,829,829. 베르가모앞,정기,\N,기타,31,2455.63,23.82,102680.06,721
03,829,829. 베르가모앞,정기,,20대,9,1351.44,13.54,58345.54,430
03,829,829. 베르가모앞,정기,,30대,4,1086.83,8.49,36626.26,294
03,829,829. 베르가모앞,정기,,40대,1,29.93,0.3,1302.94,7
03,829,829. 베르가모앞,정기,,50대,4,519.27,4.22,18184.62,111
03,829,829. 베르가모앞,정기,,60대,4,403.41,3.98,17110,113
03,829,829. 베르가모앞,정기,F,10대,1,13.73,0.17,722.48,7
03,829,829. 베르가모앞,정기,F,20대,87,9887.45,95.92,413423.31,2863
03,829,829. 베르가모앞,정기,F,30대,65,6119.61,59.13,254844.95,1847
03,829,829. 베르가모앞,정기,F,40대,37,7029.94,68.11,293731.22,2206
03,829,829. 베르가모앞,정기,F,50대,35,6173.77,62.61,270006.8,1658
03,829,829. 베르가모앞,정기,F,60대,3,129.38,1.38,5972.65,52
03,829,829. 베르가모앞,정기,F,기타,17,1740.92,18.29,78821.46,542
03,829,829. 베르가모앞,정기,M,10대,1,0.9,0.01,30,18
03,829,829. 베르가모앞,정기,M,20대,89,7192.22,62.33,268476.02,1833
03,829,829. 베르가모앞,정기,M,30대,64,7773.36,62.85,270978.86,1739
03,829,829. 베르가모앞,정기,M,40대,64,9580.19,73.49,316808.97,1943
03,829,829. 베르가모앞,정기,M,50대,35,4326.39,34.74,149734.01,928
03,829,829. 베르가모앞,정기,M,60대,34,4308.48,36.01,155238.59,1206
03,829,829. 베르가모앞,정기,M,기타,45,6598.29,50.79,218756.28,1312
03,830,830. 청암자이아파트앞,일일(비회원),\N,기타,7,638.4,5.75,24801.87,306
03,830,830. 청암자이아파트앞,일일(회원),\N,20대,2,127.88,1.57,6750,59
03,830,830. 청암자이아파트앞,일일(회원),F,20대,4,165.29,1.54,6666.95,60
03,830,830. 청암자이아파트앞,일일(회원),F,30대,1,201.51,1.57,6785.01,49
03,830,830. 청암자이아파트앞,일일(회원),F,기타,1,69.5,0.63,2699.94,25
03,830,830. 청암자이아파트앞,일일(회원),M,20대,5,602.14,4.93,21247.79,168
03,830,830. 청암자이아파트앞,일일(회원),M,30대,2,178.46,1.5,6498.92,30
03,830,830. 청암자이아파트앞,일일(회원),M,40대,5,755.09,4.96,21349.03,139
03,830,830. 청암자이아파트앞,일일(회원),M,50대,1,238.32,1.57,6762.12,53
03,830,830. 청암자이아파트앞,정기,\N,20대,18,870.05,8.29,35690.14,329
03,830,830. 청암자이아파트앞,정기,\N,30대,10,266.73,2.51,10869.32,86
03,830,830. 청암자이아파트앞,정기,\N,40대,15,418.01,3.26,14085.72,109
03,830,830. 청암자이아파트앞,정기,\N,50대,50,3817.09,31.06,133977.86,823
03,830,830. 청암자이아파트앞,정기,\N,60대,22,817.02,7.36,31740.99,198
03,830,830. 청암자이아파트앞,정기,,20대,3,18.38,0.17,748.57,17
03,830,830. 청암자이아파트앞,정기,,40대,1,54.44,0.46,1963.8,77
03,830,830. 청암자이아파트앞,정기,F,20대,1,97.01,1.07,4622.25,44
03,830,830. 청암자이아파트앞,정기,F,30대,6,522.43,4.81,20735.47,149
03,830,830. 청암자이아파트앞,정기,F,40대,22,4476.23,43.68,188393.17,1180
03,830,830. 청암자이아파트앞,정기,F,50대,10,410.14,4.04,17411.2,171
03,830,830. 청암자이아파트앞,정기,F,기타,1,166.38,1.68,7244,65
03,830,830. 청암자이아파트앞,정기,M,10대,1,75.95,0.68,2950.59,20
03,830,830. 청암자이아파트앞,정기,M,20대,7,287.3,2.28,9804.18,85
03,830,830. 청암자이아파트앞,정기,M,30대,21,1163.9,9.23,39816.21,421
03,830,830. 청암자이아파트앞,정기,M,40대,20,1415.49,12.45,53646.37,305
03,830,830. 청암자이아파트앞,정기,M,50대,19,416.57,3.34,14367.95,135
03,830,830. 청암자이아파트앞,정기,M,60대,39,3512.71,29.33,126373.28,1427
03,830,830. 청암자이아파트앞,정기,M,기타,1,28.35,0.24,1022.8,7
03,831,831. 이태원관광특구입구,단체,M,20대,2,84.01,0.66,2828.82,20
03,831,831. 이태원관광특구입구,일일(회원),\N,20대,8,663.27,6.93,29853.85,224
03,831,831. 이태원관광특구입구,일일(회원),\N,30대,4,228.75,2.01,8660.59,44
03,831,831. 이태원관광특구입구,일일(회원),\N,40대,1,136.37,0.92,3958.12,25
03,831,831. 이태원관광특구입구,일일(회원),,40대,1,106.34,0.83,3580.42,34
03,831,831. 이태원관광특구입구,일일(회원),F,20대,5,343.34,3.48,15003.14,120
03,831,831. 이태원관광특구입구,일일(회원),F,30대,4,335.58,3.57,15396.57,172
03,831,831. 이태원관광특구입구,일일(회원),F,기타,2,77.48,0.7,3010,25
03,831,831. 이태원관광특구입구,일일(회원),M,10대,1,127.67,1.15,4960,52
03,831,831. 이태원관광특구입구,일일(회원),M,20대,8,342.82,3.08,13325.1,97
03,831,831. 이태원관광특구입구,일일(회원),M,30대,7,537.64,3.97,17103.87,151
03,831,831. 이태원관광특구입구,일일(회원),M,기타,2,167.52,1.37,5915.95,49
03,831,831. 이태원관광특구입구,정기,\N,20대,8,340.47,2.92,12566.63,138
03,831,831. 이태원관광특구입구,정기,\N,30대,5,362.71,2.76,11939.27,169
03,831,831. 이태원관광특구입구,정기,\N,40대,7,316.3,3.1,13383.32,102
03,831,831. 이태원관광특구입구,정기,\N,60대,3,27.99,0.29,1240,21
03,831,831. 이태원관광특구입구,정기,\N,기타,1,40.03,0.39,1684.73,16
03,831,831. 이태원관광특구입구,정기,,20대,3,339,2.82,12150.23,99
03,831,831. 이태원관광특구입구,정기,,30대,2,166.95,1.51,6530,120
03,831,831. 이태원관광특구입구,정기,,40대,1,82.07,0.83,3573.25,20
03,831,831. 이태원관광특구입구,정기,F,20대,11,319.31,3.26,14038.97,132
03,831,831. 이태원관광특구입구,정기,F,30대,8,355.8,3.51,15096.29,107
03,831,831. 이태원관광특구입구,정기,F,40대,6,583.27,5.87,25336.16,132
03,831,831. 이태원관광특구입구,정기,F,60대,2,107.83,0.87,3730,18
03,831,831. 이태원관광특구입구,정기,F,기타,2,143.74,1.29,5584.44,47
03,831,831. 이태원관광특구입구,정기,M,20대,26,1191.82,10.5,45294.27,291
03,831,831. 이태원관광특구입구,정기,M,30대,31,1284.21,9.92,42818,342
03,831,831. 이태원관광특구입구,정기,M,40대,5,5.8,0.57,2440,44
03,831,831. 이태원관광특구입구,정기,M,50대,7,438.87,3.67,15789.68,201
03,831,831. 이태원관광특구입구,정기,M,60대,2,217,1.87,8067.8,114
03,831,831. 이태원관광특구입구,정기,M,기타,3,196.47,2.15,9280.94,101
03,832,832. 이촌1동 주민센터 뒤,단체,\N,50대,1,70.84,0.62,2670,18
03,832,832. 이촌1동 주민센터 뒤,단체,,50대,3,474.89,3.92,16890,98
03,832,832. 이촌1동 주민센터 뒤,단체,F,20대,5,708.7,8.17,35228.57,431
03,832,832. 이촌1동 주민센터 뒤,단체,F,40대,1,84.94,0.77,3300,36
03,832,832. 이촌1동 주민센터 뒤,단체,M,30대,2,276.45,2.49,10740.25,177
03,832,832. 이촌1동 주민센터 뒤,일일(비회원),\N,기타,16,3368.24,30.37,130856.48,1293
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,10대,6,571.01,5.08,21898.6,209
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,20대,47,7904.05,70.07,302113.88,2746
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,30대,17,2323.72,20.88,90079.19,843
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,40대,10,2114.32,19.52,84169.37,799
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,50대,2,560.44,4.26,18380,83
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,70대이상,1,358.62,3.23,13932.37,102
03,832,832. 이촌1동 주민센터 뒤,일일(회원),\N,기타,3,203.91,4.17,17926.69,210
03,832,832. 이촌1동 주민센터 뒤,일일(회원),,20대,9,2305.07,21.09,90941.86,674
03,832,832. 이촌1동 주민센터 뒤,일일(회원),,50대,1,141.12,1.4,6040,49
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,10대,5,730.69,7.51,32358.44,291
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,20대,49,9491.96,92.66,399475.01,3286
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,30대,13,2134.13,21.95,94661.73,795
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,40대,18,1141.98,10.55,45441.88,810
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,50대,2,260.2,2.82,12131.34,120
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,70대이상,1,79.38,0.78,3340.91,85
03,832,832. 이촌1동 주민센터 뒤,일일(회원),F,기타,12,2326.52,22.23,95751.33,967
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,10대,3,431.69,3.2,13764.13,134
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,20대,18,2339.97,20.23,87276.35,892
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,30대,9,1795.15,14.59,62880.17,645
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,40대,9,2609.91,17.87,77022.01,684
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,50대,1,167.51,1.17,5035.76,31
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,60대,1,120.37,1.04,4470.18,24
03,832,832. 이촌1동 주민센터 뒤,일일(회원),M,기타,3,901.16,6.36,27378.55,199
03,832,832. 이촌1동 주민센터 뒤,정기,\N,20대,43,2631.5,25.06,107970.06,1372
03,832,832. 이촌1동 주민센터 뒤,정기,\N,30대,33,2683.27,28.11,121165.84,1187
03,832,832. 이촌1동 주민센터 뒤,정기,\N,40대,81,6120.05,56.86,245148.88,2453
03,832,832. 이촌1동 주민센터 뒤,정기,\N,50대,25,1213.41,10.03,43250.48,301
03,832,832. 이촌1동 주민센터 뒤,정기,\N,60대,1,48.26,0.4,1740.84,14
03,832,832. 이촌1동 주민센터 뒤,정기,\N,기타,4,111.67,1.04,4465.56,50
03,832,832. 이촌1동 주민센터 뒤,정기,,20대,6,936.22,9.12,39330.61,240
03,832,832. 이촌1동 주민센터 뒤,정기,,40대,13,3411.25,30.04,129483.55,503
03,832,832. 이촌1동 주민센터 뒤,정기,,50대,1,8.5,0.07,290,2
03,832,832. 이촌1동 주민센터 뒤,정기,F,20대,51,11139.8,106.02,456867.03,2834
03,832,832. 이촌1동 주민센터 뒤,정기,F,30대,20,2691.41,25.76,110955.65,915
03,832,832. 이촌1동 주민센터 뒤,정기,F,40대,14,1288.21,13.22,57001.16,413
03,832,832. 이촌1동 주민센터 뒤,정기,F,50대,12,468.82,4.48,19261.27,422
03,832,832. 이촌1동 주민센터 뒤,정기,F,60대,9,1475.69,15.08,65007.11,650
03,832,832. 이촌1동 주민센터 뒤,정기,F,기타,24,6237.32,67.56,291119.56,1747
03,832,832. 이촌1동 주민센터 뒤,정기,M,10대,3,215.57,1.5,6439.51,77
03,832,832. 이촌1동 주민센터 뒤,정기,M,20대,34,2141.23,16.54,71286.32,617
03,832,832. 이촌1동 주민센터 뒤,정기,M,30대,41,2028.76,15.93,68689.39,1005
03,832,832. 이촌1동 주민센터 뒤,정기,M,40대,80,8127.49,65.83,283709.4,2277
03,832,832. 이촌1동 주민센터 뒤,정기,M,50대,65,3079.4,23.27,100270.54,1696
03,832,832. 이촌1동 주민센터 뒤,정기,M,60대,8,1346.92,11.83,50967.12,358
03,832,832. 이촌1동 주민센터 뒤,정기,M,기타,63,6869.46,61.7,265840.57,2024
